File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF934ZRV	bigWig	plus strand signal of unique reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF229XLD	322056195	ENCODE Processing Pipeline	dafff20835717cc984c294d0b7077847		https://www.encodeproject.org/files/ENCFF934ZRV/@@download/ENCFF934ZRV.bigWig	hg19			released				
ENCFF024RHM	bigWig	minus strand signal of unique reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF397QLJ	302175609	ENCODE Processing Pipeline	988f66c10f2899c99f30bc9d36b5710d		https://www.encodeproject.org/files/ENCFF024RHM/@@download/ENCFF024RHM.bigWig	hg19			released				
ENCFF724SSX	tsv	gene quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF826ONU, ENCFF851IFC	9532943	ENCODE Processing Pipeline	3062762080cf5e57055659aed6cf919c		https://www.encodeproject.org/files/ENCFF724SSX/@@download/ENCFF724SSX.tsv	hg19			released				
ENCFF144YAH	bigWig	plus strand signal of all reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF397QLJ	333280403	ENCODE Processing Pipeline	a919369c3086fc716a2d31051422c499		https://www.encodeproject.org/files/ENCFF144YAH/@@download/ENCFF144YAH.bigWig	hg19			released				
ENCFF029QCO	bigWig	minus strand signal of all reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF397QLJ	321433403	ENCODE Processing Pipeline	f9cd3e8709a8003fc9f6c9878e7f66b1		https://www.encodeproject.org/files/ENCFF029QCO/@@download/ENCFF029QCO.bigWig	hg19			released				
ENCFF927TYW	tsv	gene quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF296WGO, ENCFF826ONU	9507779	ENCODE Processing Pipeline	484faad46339a2213bcb01781af9d5af		https://www.encodeproject.org/files/ENCFF927TYW/@@download/ENCFF927TYW.tsv	hg19			released				
ENCFF043DGC	bigWig	plus strand signal of unique reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF397QLJ	315355118	ENCODE Processing Pipeline	52f27336fb41686ce27162e8c038de25		https://www.encodeproject.org/files/ENCFF043DGC/@@download/ENCFF043DGC.bigWig	hg19			released				
ENCFF566SBD	bigWig	minus strand signal of all reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF229XLD	328415140	ENCODE Processing Pipeline	5d402bc0cf50681ad3cd21713bb0ac6f		https://www.encodeproject.org/files/ENCFF566SBD/@@download/ENCFF566SBD.bigWig	hg19			released				
ENCFF400DGQ	bigWig	plus strand signal of all reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF229XLD	338440598	ENCODE Processing Pipeline	2c4a0acf5ca8cf028aa55f9a2372fa3d		https://www.encodeproject.org/files/ENCFF400DGQ/@@download/ENCFF400DGQ.bigWig	hg19			released				
ENCFF965QFA	tsv	transcript quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF826ONU, ENCFF851IFC	26248033	ENCODE Processing Pipeline	88571b1f35790a3645583ab76cdeec60		https://www.encodeproject.org/files/ENCFF965QFA/@@download/ENCFF965QFA.tsv	hg19			released				
ENCFF963FSD	tsv	transcript quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF296WGO, ENCFF826ONU	26190106	ENCODE Processing Pipeline	ab4dfb22e7a6dc2564a453e3015092a2		https://www.encodeproject.org/files/ENCFF963FSD/@@download/ENCFF963FSD.tsv	hg19			released				
ENCFF491VZY	bam	alignments	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RPO, ENCFF001RPP, ENCFF742NER	18181271622	ENCODE Processing Pipeline	3ae6979eb5abe6510bdee513a2085a56		https://www.encodeproject.org/files/ENCFF491VZY/@@download/ENCFF491VZY.bam	GRCh38			released				
ENCFF438FKA	bam	transcriptome alignments	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RPO, ENCFF001RPP, ENCFF742NER	10415416695	ENCODE Processing Pipeline	a4508ec991bf15b7b8ffe992bc988f71		https://www.encodeproject.org/files/ENCFF438FKA/@@download/ENCFF438FKA.bam	GRCh38			released				
ENCFF089BGF	bam	transcriptome alignments	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RNM, ENCFF001RNN, ENCFF742NER	13426356137	ENCODE Processing Pipeline	b3ed76843e80432d1b05f0b25ad05a1d		https://www.encodeproject.org/files/ENCFF089BGF/@@download/ENCFF089BGF.bam	GRCh38			released				
ENCFF992HMB	bam	alignments	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RNM, ENCFF001RNN, ENCFF742NER	21651462517	ENCODE Processing Pipeline	2ddbadeae52af62cf07711808093cb08		https://www.encodeproject.org/files/ENCFF992HMB/@@download/ENCFF992HMB.bam	GRCh38			released				
ENCFF702VFT	bigWig	minus strand signal of unique reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF491VZY	305322576	ENCODE Processing Pipeline	3998ce6bf46a81a702cc944bf3236cb1		https://www.encodeproject.org/files/ENCFF702VFT/@@download/ENCFF702VFT.bigWig	GRCh38			released				
ENCFF341QBF	bigWig	plus strand signal of all reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF491VZY	338156058	ENCODE Processing Pipeline	ce5653a8a5c753d4f4e1d562af039d1f		https://www.encodeproject.org/files/ENCFF341QBF/@@download/ENCFF341QBF.bigWig	GRCh38			released				
ENCFF785OZA	bigWig	plus strand signal of unique reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF491VZY	319765813	ENCODE Processing Pipeline	b77a7b927fc5cc59c991beabc788137d		https://www.encodeproject.org/files/ENCFF785OZA/@@download/ENCFF785OZA.bigWig	GRCh38			released				
ENCFF849OVV	bigWig	minus strand signal of all reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF491VZY	323536432	ENCODE Processing Pipeline	7eac8368dc4df1430157e9033f365f5e		https://www.encodeproject.org/files/ENCFF849OVV/@@download/ENCFF849OVV.bigWig	GRCh38			released				
ENCFF692JGP	bigWig	plus strand signal of unique reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF992HMB	321792848	ENCODE Processing Pipeline	3293db41d762086865a3971e489fe4be		https://www.encodeproject.org/files/ENCFF692JGP/@@download/ENCFF692JGP.bigWig	GRCh38			released				
ENCFF782ZIN	bigWig	plus strand signal of all reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF992HMB	339095695	ENCODE Processing Pipeline	d04872fe4c9d1d0a915d07089b6745bf		https://www.encodeproject.org/files/ENCFF782ZIN/@@download/ENCFF782ZIN.bigWig	GRCh38			released				
ENCFF575GWO	bigWig	minus strand signal of unique reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF992HMB	310212491	ENCODE Processing Pipeline	2c52203e6410a6d294a90118c69995f8		https://www.encodeproject.org/files/ENCFF575GWO/@@download/ENCFF575GWO.bigWig	GRCh38			released				
ENCFF757CQE	tsv	gene quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF089BGF, ENCFF940AZB	9880366	ENCODE Processing Pipeline	432806108db5f5b611807025b99e7c04		https://www.encodeproject.org/files/ENCFF757CQE/@@download/ENCFF757CQE.tsv	GRCh38			released				
ENCFF457AQU	tsv	transcript quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF089BGF, ENCFF940AZB	26650585	ENCODE Processing Pipeline	1d03a8ab122d45381b826ed1517e6bc4		https://www.encodeproject.org/files/ENCFF457AQU/@@download/ENCFF457AQU.tsv	GRCh38			released				
ENCFF401ZBU	bigWig	minus strand signal of all reads	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF992HMB	327204119	ENCODE Processing Pipeline	37278b3890a19fc5a344ac81e033b311		https://www.encodeproject.org/files/ENCFF401ZBU/@@download/ENCFF401ZBU.bigWig	GRCh38			released				
ENCFF450SDZ	tsv	gene quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF438FKA, ENCFF940AZB	9871942	ENCODE Processing Pipeline	35af46c4536f3d6b9dfd1d4f8ecbe8bd		https://www.encodeproject.org/files/ENCFF450SDZ/@@download/ENCFF450SDZ.tsv	GRCh38			released				
ENCFF701GGK	tsv	transcript quantifications	ENCSR000AFD	RNA-seq	UBERON:0002021	occipital lobe	tissue	embryonic	male, female	22 week, 20 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF438FKA, ENCFF940AZB	26622219	ENCODE Processing Pipeline	44032fd042deac482bb2dc77d876eb3f		https://www.encodeproject.org/files/ENCFF701GGK/@@download/ENCFF701GGK.tsv	GRCh38			released				
ENCFF976PUJ	fastq	reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1	1	101		paired-ended	1	ENCFF576RAC		4121229243	Thomas Gingeras, CSHL	23f5996b9371cba48c4932b99c8a493c	SRA:SRR4421568	https://www.encodeproject.org/files/ENCFF976PUJ/@@download/ENCFF976PUJ.fastq.gz		HiSeq 2000	/files/ENCFF001RTP/	released				
ENCFF576RAC	fastq	reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1	1	101		paired-ended	2	ENCFF976PUJ		4140586900	Thomas Gingeras, CSHL	994faac5e9b19b5254bcefc95c057bc2	SRA:SRR4421568	https://www.encodeproject.org/files/ENCFF576RAC/@@download/ENCFF576RAC.fastq.gz		HiSeq 2000	/files/ENCFF001RTP/	released				
ENCFF911BTP	fastq	reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1	2	101		paired-ended	1	ENCFF904VHM		3324164123	Thomas Gingeras, CSHL	ed1e26a16b7d0a3e9e9ef716196516de	SRA:SRR4421567	https://www.encodeproject.org/files/ENCFF911BTP/@@download/ENCFF911BTP.fastq.gz		HiSeq 2000	/files/ENCFF001RTP/	released				
ENCFF904VHM	fastq	reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1	2	101		paired-ended	2	ENCFF911BTP		3342013778	Thomas Gingeras, CSHL	74e0a28acd4a68c607724e467ed2d53a	SRA:SRR4421567	https://www.encodeproject.org/files/ENCFF904VHM/@@download/ENCFF904VHM.fastq.gz		HiSeq 2000	/files/ENCFF001RTP/	released				
ENCFF888QSQ	bam	alignments	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF576RAC, ENCFF742NER, ENCFF976PUJ	7133429238	ENCODE Processing Pipeline	ac14fad5cb805ee4f8715279d6f0c489		https://www.encodeproject.org/files/ENCFF888QSQ/@@download/ENCFF888QSQ.bam	GRCh38			released				
ENCFF729LQJ	bigWig	minus strand signal of unique reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF184TUY	92012169	ENCODE Processing Pipeline	24e61e2ee74b3192ac330015a8c4dd96		https://www.encodeproject.org/files/ENCFF729LQJ/@@download/ENCFF729LQJ.bigWig	GRCh38			released				
ENCFF825VZA	bam	transcriptome alignments	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF576RAC, ENCFF742NER, ENCFF976PUJ	5529463487	ENCODE Processing Pipeline	1ca5c1070e68ad27b096b4142dc682db		https://www.encodeproject.org/files/ENCFF825VZA/@@download/ENCFF825VZA.bam	GRCh38			released				
ENCFF617NTV	bigWig	minus strand signal of unique reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF888QSQ	86030135	ENCODE Processing Pipeline	fac92e8b9bbc13d35ba15a520b1fa573		https://www.encodeproject.org/files/ENCFF617NTV/@@download/ENCFF617NTV.bigWig	GRCh38			released				
ENCFF136WHO	bigWig	plus strand signal of unique reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF888QSQ	91298844	ENCODE Processing Pipeline	9803147d24b2cdc02e9e36442676d814		https://www.encodeproject.org/files/ENCFF136WHO/@@download/ENCFF136WHO.bigWig	GRCh38			released				
ENCFF184TUY	bam	alignments	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF742NER, ENCFF904VHM, ENCFF911BTP	5810474169	ENCODE Processing Pipeline	3d5d340897ecbc5aefb5beb1096939f3		https://www.encodeproject.org/files/ENCFF184TUY/@@download/ENCFF184TUY.bam	GRCh38			released				
ENCFF653PPM	bam	transcriptome alignments	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF742NER, ENCFF904VHM, ENCFF911BTP	3993411295	ENCODE Processing Pipeline	2903d5974228678c67c753009a9c4a9e		https://www.encodeproject.org/files/ENCFF653PPM/@@download/ENCFF653PPM.bam	GRCh38			released				
ENCFF067NRX	bigWig	minus strand signal of all reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF888QSQ	91629396	ENCODE Processing Pipeline	a4961932c598758650b15f7dff575c68		https://www.encodeproject.org/files/ENCFF067NRX/@@download/ENCFF067NRX.bigWig	GRCh38			released				
ENCFF366FSN	bigWig	plus strand signal of all reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF888QSQ	96835731	ENCODE Processing Pipeline	b19adfdb6af1547b2fd069e9d10e92ef		https://www.encodeproject.org/files/ENCFF366FSN/@@download/ENCFF366FSN.bigWig	GRCh38			released				
ENCFF611DBT	bigWig	plus strand signal of unique reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF184TUY	97906258	ENCODE Processing Pipeline	e7d36d08fee235d18bfffb4aaab87942		https://www.encodeproject.org/files/ENCFF611DBT/@@download/ENCFF611DBT.bigWig	GRCh38			released				
ENCFF786GTZ	bigWig	plus strand signal of all reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF184TUY	104728252	ENCODE Processing Pipeline	0c10238341a435a33d1c498384037b9f		https://www.encodeproject.org/files/ENCFF786GTZ/@@download/ENCFF786GTZ.bigWig	GRCh38			released				
ENCFF964UAS	tsv	gene quantifications	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF653PPM, ENCFF940AZB	9802232	ENCODE Processing Pipeline	2aa133be1d2fcca035caac33b85ffbe6		https://www.encodeproject.org/files/ENCFF964UAS/@@download/ENCFF964UAS.tsv	GRCh38			released				
ENCFF679RYU	bigWig	minus strand signal of all reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF184TUY	97894104	ENCODE Processing Pipeline	8a5874d0ec747b40c56ffcafd6dcb5b9		https://www.encodeproject.org/files/ENCFF679RYU/@@download/ENCFF679RYU.bigWig	GRCh38			released				
ENCFF370MMM	tsv	gene quantifications	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF825VZA, ENCFF940AZB	9819510	ENCODE Processing Pipeline	84431c90fa68599f03e1db4d8c7c5c5c		https://www.encodeproject.org/files/ENCFF370MMM/@@download/ENCFF370MMM.tsv	GRCh38			released				
ENCFF094DIK	tsv	transcript quantifications	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF825VZA, ENCFF940AZB	26499336	ENCODE Processing Pipeline	a2a7e3d9951927a719a1dd7cc11d1fd8		https://www.encodeproject.org/files/ENCFF094DIK/@@download/ENCFF094DIK.tsv	GRCh38			released				
ENCFF507CVT	tsv	transcript quantifications	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF653PPM, ENCFF940AZB	26447441	ENCODE Processing Pipeline	696f3e97aeccabe3cfcff1f87cbb7c15		https://www.encodeproject.org/files/ENCFF507CVT/@@download/ENCFF507CVT.tsv	GRCh38			released				
ENCFF265FGI	bam	alignments	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF069ZCO, ENCFF576RAC, ENCFF976PUJ	6643155515	ENCODE Processing Pipeline	5a2cd6299afadf5b91e9bab348b3fb30		https://www.encodeproject.org/files/ENCFF265FGI/@@download/ENCFF265FGI.bam	hg19			released				
ENCFF908FUQ	bam	transcriptome alignments	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF069ZCO, ENCFF576RAC, ENCFF976PUJ	5677086424	ENCODE Processing Pipeline	ba343ee6c1fe27d69249a84baac3740b		https://www.encodeproject.org/files/ENCFF908FUQ/@@download/ENCFF908FUQ.bam	hg19			released				
ENCFF336GKQ	bam	alignments	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF069ZCO, ENCFF904VHM, ENCFF911BTP	5559815663	ENCODE Processing Pipeline	dce4494845a517cedd70dcea8a04ccef		https://www.encodeproject.org/files/ENCFF336GKQ/@@download/ENCFF336GKQ.bam	hg19			released				
ENCFF520TFW	bam	transcriptome alignments	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF069ZCO, ENCFF904VHM, ENCFF911BTP	4053854932	ENCODE Processing Pipeline	5f61599b781c562c8c6eb54d8b1b7af1		https://www.encodeproject.org/files/ENCFF520TFW/@@download/ENCFF520TFW.bam	hg19			released				
ENCFF534KSL	bigWig	minus strand signal of unique reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF265FGI	85938144	ENCODE Processing Pipeline	a59bd7897fc687df9fe59d4e4aba5e2c		https://www.encodeproject.org/files/ENCFF534KSL/@@download/ENCFF534KSL.bigWig	hg19			released				
ENCFF107GAN	bigWig	plus strand signal of unique reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF265FGI	91237498	ENCODE Processing Pipeline	4f8912b6bc1eb1407eb6cfbb5122e295		https://www.encodeproject.org/files/ENCFF107GAN/@@download/ENCFF107GAN.bigWig	hg19			released				
ENCFF175HBF	bigWig	plus strand signal of all reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF265FGI	95693966	ENCODE Processing Pipeline	2bbb1b577afa37a0a07fd68c05895b70		https://www.encodeproject.org/files/ENCFF175HBF/@@download/ENCFF175HBF.bigWig	hg19			released				
ENCFF824HRP	bigWig	minus strand signal of unique reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF336GKQ	91964275	ENCODE Processing Pipeline	a5b64406c6e68f269a9a8cb531b3ece8		https://www.encodeproject.org/files/ENCFF824HRP/@@download/ENCFF824HRP.bigWig	hg19			released				
ENCFF407CPW	bigWig	minus strand signal of all reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF265FGI	90723180	ENCODE Processing Pipeline	343cf7c37868903bf477cf173031ff03		https://www.encodeproject.org/files/ENCFF407CPW/@@download/ENCFF407CPW.bigWig	hg19			released				
ENCFF323IML	bigWig	plus strand signal of unique reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF336GKQ	97897699	ENCODE Processing Pipeline	ffe2a2f63c77ffadce731fcf941560be		https://www.encodeproject.org/files/ENCFF323IML/@@download/ENCFF323IML.bigWig	hg19			released				
ENCFF587WDK	tsv	gene quantifications	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF826ONU, ENCFF908FUQ	9473305	ENCODE Processing Pipeline	ac43310326ebae686741568fb29bfb07		https://www.encodeproject.org/files/ENCFF587WDK/@@download/ENCFF587WDK.tsv	hg19			released				
ENCFF509OEO	bigWig	plus strand signal of all reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF336GKQ	104019018	ENCODE Processing Pipeline	a958db3176e5be5cb07560ba19132b33		https://www.encodeproject.org/files/ENCFF509OEO/@@download/ENCFF509OEO.bigWig	hg19			released				
ENCFF792CGB	bigWig	minus strand signal of all reads	ENCSR276MMH	RNA-seq	UBERON:0002369	adrenal gland	tissue	adult	male	37 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-03-07	ENCODE				1							ENCFF336GKQ	97444476	ENCODE Processing Pipeline	6c2f9646f70decc13854f7aec9ac6eb0		https://www.encodeproject.org/files/ENCFF792CGB/@@download/ENCFF792CGB.bigWig	hg19			released				
